filename,label,label_name,error_type,error_explanation
ID1V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID1V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID1V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID1V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID2V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID2V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID2V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID2V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID3V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID3V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID3V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID3V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID4V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID4V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID4V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID4V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID5V4.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID5V5.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID5V7.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID5V8.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID6V4.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID6V5.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID6V7.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID6V8.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID7V4.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID7V5.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID7V7.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID7V8.wav,0,correct,null,Pengucapan ghunnah sudah sangat baik.
ID8V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID8V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID8V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID8V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID9V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID9V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID9V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID9V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID10V4.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID10V7.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID10V8.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID10V5.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID11V4.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID11V5.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID11V7.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID11V8.wav,0,correct,null,Dengungan ghunnah sudah tepat.
ID12V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID12V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID12V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID12V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID13V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID13V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID13V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID13V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID14V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID14V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID14V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID14V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID15V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID15V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID15V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID15V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID16V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID16V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID16V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID16V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID17V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID17V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID17V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID17V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID18V4.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID18V5.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID18V7.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID18V8.wav,0,correct,null,Bacaan ghunnah sudah sempurna.
ID19V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID19V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID19V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID19V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID20V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID20V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID20V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID20V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID21V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID21V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID21V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID21V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID22V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID22V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID22V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID22V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID23V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID23V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID23V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID23V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID24V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID24V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID24V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID24V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID25V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID25V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID25V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID25V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID26V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID26V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID26V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID26V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID27V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID27V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID27V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID27V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID28V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID28V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID28V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID28V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID29V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID29V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID29V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID29V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID30V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID30V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID30V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID30V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID31V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID31V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID31V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID31V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID32V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID32V5.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID32V7.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID32V8.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
ID33V4.wav,1,error,ghunnah,Dengungan ghunnah masih belum sempurna.
